image,brand,body_style
"88,000+_Images_of_Cars_22473.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_1915.jpg",HYUNDAI,family_car
test_07873.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_13876.jpg",KIA,suv
"88,000+_Images_of_Cars_43099.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_63349.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_87965.jpg",HONDA,family_car
"88,000+_Images_of_Cars_42387.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_24002.jpg",FORD,suv
"88,000+_Images_of_Cars_72244.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_60898.jpg",KIA,sedan
"88,000+_Images_of_Cars_28638.jpg",LEXUS,suv
"88,000+_Images_of_Cars_60640.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_26615.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_31369.jpg",MAZDA,sports_car
train_06420.jpg,KIA,suv
"88,000+_Images_of_Cars_50783.jpg",NISSAN,suv
"88,000+_Images_of_Cars_58334.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_31382.jpg",CHEVROLET,suv
test_05057.jpg,CHEVROLET,sedan
"88,000+_Images_of_Cars_50768.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_48127.jpg",FIAT,sports_car
test_02738.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_47214.jpg",FORD,family_car
"88,000+_Images_of_Cars_5540.jpg",FORD,suv
"88,000+_Images_of_Cars_85141.jpg",HONDA,family_car
"88,000+_Images_of_Cars_41665.jpg",KIA,family_car
"88,000+_Images_of_Cars_13645.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_55610.jpg",KIA,sedan
"88,000+_Images_of_Cars_23786.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_32853.jpg",FORD,family_car
test_07898.jpg,NISSAN,family_car
"88,000+_Images_of_Cars_80039.jpg",KIA,suv
"88,000+_Images_of_Cars_43072.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_54268.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_25491.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_43714.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_24957.jpg",LEXUS,sedan
test_01557.jpg,KIA,hatchback
"88,000+_Images_of_Cars_82148.jpg",KIA,family_car
"88,000+_Images_of_Cars_5226.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_51310.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_37095.jpg",FORD,sports_car
"88,000+_Images_of_Cars_84539.jpg",KIA,suv
"88,000+_Images_of_Cars_76977.jpg",KIA,sedan
"88,000+_Images_of_Cars_48641.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_11734.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_79488.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_27292.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_85633.jpg",HONDA,family_car
"88,000+_Images_of_Cars_51304.jpg",MAZDA,sedan
"88,000+_Images_of_Cars_37081.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_48655.jpg",HONDA,suv
"88,000+_Images_of_Cars_68585.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_58446.jpg",CHEVROLET,family_car
"88,000+_Images_of_Cars_78796.jpg",NISSAN,family_car
test_05725.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_25485.jpg",FORD,family_car
"88,000+_Images_of_Cars_14880.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_43700.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_24943.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_35696.jpg",KIA,family_car
"88,000+_Images_of_Cars_53513.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_7425.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_15546.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_45371.jpg",KIA,sports_car
"88,000+_Images_of_Cars_80993.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_55604.jpg",KIA,sports_car
"88,000+_Images_of_Cars_42378.jpg",LEXUS,sports_car
train_02861.jpg,ALFAROMEO,sports_car
"88,000+_Images_of_Cars_44709.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_7343.jpg",NISSAN,hatchback
"88,000+_Images_of_Cars_65.jpg",FORD,sports_car
"88,000+_Images_of_Cars_43066.jpg",VOLVO,sports_car
train_07919.jpg,NISSAN,sports_car
"88,000+_Images_of_Cars_16729.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_47200.jpg",NISSAN,suv
"88,000+_Images_of_Cars_17437.jpg",KIA,sports_car
test_03432.jpg,OPEL,sports_car
"88,000+_Images_of_Cars_5554.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_41671.jpg",NISSAN,suv
"88,000+_Images_of_Cars_52143.jpg",FORD,suv
"88,000+_Images_of_Cars_72293.jpg",FORD,sports_car
"88,000+_Images_of_Cars_15208.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_8058.jpg",FORD,suv
train_07931.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_37917.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_58308.jpg",MAZDA,suv
"88,000+_Images_of_Cars_40547.jpg",ALFAROMEO,sports_car
train_01398.jpg,FORD,suv
"88,000+_Images_of_Cars_70484.jpg",KIA,family_car
"88,000+_Images_of_Cars_84263.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_61589.jpg",KIA,suv
"88,000+_Images_of_Cars_2213.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_59016.jpg",LEXUS,sedan
"88,000+_Images_of_Cars_46650.jpg",LEXUS,suv
"88,000+_Images_of_Cars_49563.jpg",NISSAN,suv
"88,000+_Images_of_Cars_19354.jpg",KIA,suv
train_06391.jpg,FORD,sports_car
test_02062.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_29297.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_12201.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_44047.jpg",RENAULT,suv
"88,000+_Images_of_Cars_14670.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_73833.jpg",HYUNDAI,family_car
train_05840.jpg,RENAULT,suv
test_06210.jpg,CITROEN,sports_car
"88,000+_Images_of_Cars_54240.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_7419.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_35872.jpg",KIA,family_car
"88,000+_Images_of_Cars_10402.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_2561.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_76787.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_21807.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_78972.jpg",FORD,family_car
"88,000+_Images_of_Cars_46644.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_66594.jpg",HONDA,sedan
train_06385.jpg,FORD,suv
"88,000+_Images_of_Cars_19340.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_4110.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_50026.jpg",CHEVROLET,hatchback
"88,000+_Images_of_Cars_84511.jpg",VOLVO,suv
"88,000+_Images_of_Cars_57749.jpg",KIA,suv
"88,000+_Images_of_Cars_77499.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_83518.jpg",KIA,sports_car
train_07925.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_41895.jpg",LEXUS,suv
"88,000+_Images_of_Cars_46122.jpg",FORD,suv
"88,000+_Images_of_Cars_9.jpg",PEUGEOT,hatchback
"88,000+_Images_of_Cars_85169.jpg",HONDA,family_car
"88,000+_Images_of_Cars_49211.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_5568.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_2207.jpg",CHEVROLET,suv
test_07668.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_6061.jpg",FORD,suv
"88,000+_Images_of_Cars_72287.jpg",CHEVROLET,sedan
test_01219.jpg,VOLVO,family_car
"88,000+_Images_of_Cars_44735.jpg",FORD,hatchback
"88,000+_Images_of_Cars_65923.jpg",FORD,suv
test_06576.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_29282.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_57748.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_48668.jpg",VOLVO,suv
"88,000+_Images_of_Cars_50027.jpg",PEUGEOT,sports_car
train_06384.jpg,FIAT,sports_car
"88,000+_Images_of_Cars_46645.jpg",FORD,sports_car
"88,000+_Images_of_Cars_56456.jpg",FORD,suv
"88,000+_Images_of_Cars_35873.jpg",VOLVO,suv
"88,000+_Images_of_Cars_73826.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_9435.jpg",HYUNDAI,sports_car
train_04593.jpg,HYUNDAI,sports_car
"88,000+_Images_of_Cars_86307.jpg",KIA,family_car
"88,000+_Images_of_Cars_52630.jpg",VOLVO,suv
"88,000+_Images_of_Cars_44052.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_64382.jpg",HONDA,suv
"88,000+_Images_of_Cars_7418.jpg",CHEVROLET,sports_car
test_06211.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_54241.jpg",HONDA,sedan
"88,000+_Images_of_Cars_54527.jpg",KIA,sedan
"88,000+_Images_of_Cars_58.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_23977.jpg",KIA,family_car
"88,000+_Images_of_Cars_44734.jpg",CHEVROLET,sedan
"88,000+_Images_of_Cars_73198.jpg",LEXUS,family_car
"88,000+_Images_of_Cars_6060.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_86461.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_59003.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_56330.jpg",SKODA,suv
"88,000+_Images_of_Cars_82607.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_85168.jpg",HONDA,family_car
"88,000+_Images_of_Cars_16714.jpg",KIA,suv
"88,000+_Images_of_Cars_28822.jpg",NISSAN,hatchback
"88,000+_Images_of_Cars_50741.jpg",HONDA,suv
"88,000+_Images_of_Cars_19427.jpg",RENAULT,suv
"88,000+_Images_of_Cars_60682.jpg",NISSAN,suv
"88,000+_Images_of_Cars_59017.jpg",KIA,sedan
"88,000+_Images_of_Cars_82613.jpg",VOLVO,sedan
"88,000+_Images_of_Cars_10371.jpg",FORD,family_car
test_02705.jpg,VOLVO,suv
"88,000+_Images_of_Cars_47229.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_40546.jpg",KIA,suv
"88,000+_Images_of_Cars_71943.jpg",NISSAN,suv
"88,000+_Images_of_Cars_12566.jpg",HYUNDAI,sports_car
test_06563.jpg,FORD,sports_car
"88,000+_Images_of_Cars_23963.jpg",SKODA,suv
"88,000+_Images_of_Cars_65936.jpg",KIA,sedan
"88,000+_Images_of_Cars_44720.jpg",KIA,family_car
"88,000+_Images_of_Cars_8059.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_9347.jpg",HYUNDAI,sports_car
train_05841.jpg,VOLVO,suv
"88,000+_Images_of_Cars_45358.jpg",KIA,sports_car
"88,000+_Images_of_Cars_9421.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_44046.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_74185.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_50033.jpg",SKODA,sports_car
train_00939.jpg,NISSAN,sports_car
test_02063.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_4105.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_66581.jpg",LEXUS,sedan
"88,000+_Images_of_Cars_2574.jpg",KIA,family_car
"88,000+_Images_of_Cars_55163.jpg",KIA,suv
test_07133.jpg,FIAT,sports_car
"88,000+_Images_of_Cars_13136.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_1055.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_53512.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_62917.jpg",FORD,family_car
"88,000+_Images_of_Cars_43701.jpg",MAZDA,family_car
"88,000+_Images_of_Cars_25484.jpg",FORD,sports_car
"88,000+_Images_of_Cars_83243.jpg",KIA,suv
test_05724.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_58447.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_76962.jpg",HYUNDAI,sports_car
train_00911.jpg,HYUNDAI,family_car
"88,000+_Images_of_Cars_37080.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_51305.jpg",CHEVROLET,sports_car
test_03355.jpg,FORD,family_car
"88,000+_Images_of_Cars_27293.jpg",LEXUS,sedan
"88,000+_Images_of_Cars_79489.jpg",SKODA,sports_car
"88,000+_Images_of_Cars_4893.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_39913.jpg",KIA,suv
"88,000+_Images_of_Cars_85154.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_5555.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_48132.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_57012.jpg",NISSAN,hatchback
"88,000+_Images_of_Cars_3124.jpg",HONDA,family_car
"88,000+_Images_of_Cars_43067.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_44708.jpg",KIA,suv
"88,000+_Images_of_Cars_45416.jpg",FORD,sports_car
"88,000+_Images_of_Cars_42379.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_81332.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_55605.jpg",KIA,family_car
"88,000+_Images_of_Cars_13650.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_80038.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_219.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_15235.jpg",VOLVO,suv
"88,000+_Images_of_Cars_1727.jpg",SKODA,family_car
test_04348.jpg,HONDA,family_car
"88,000+_Images_of_Cars_39907.jpg",VOLVO,family_car
"88,000+_Images_of_Cars_26827.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_85140.jpg",HONDA,family_car
test_05056.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_83531.jpg",CHEVROLET,suv
test_05730.jpg,FORD,sports_car
"88,000+_Images_of_Cars_26199.jpg",KIA,sedan
"88,000+_Images_of_Cars_68590.jpg",FORD,suv
"88,000+_Images_of_Cars_48640.jpg",SKODA,sports_car
"88,000+_Images_of_Cars_76976.jpg",KIA,sedan
"88,000+_Images_of_Cars_37094.jpg",VOLVO,sedan
"88,000+_Images_of_Cars_5227.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_27287.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_41102.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_55177.jpg",FORD,suv
"88,000+_Images_of_Cars_62903.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_35683.jpg",RENAULT,family_car
"88,000+_Images_of_Cars_43715.jpg",KIA,sedan
test_00890.jpg,FORD,family_car
"88,000+_Images_of_Cars_35668.jpg",KIA,sports_car
train_02121.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_74152.jpg",NISSAN,suv
"88,000+_Images_of_Cars_3865.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_30710.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_61239.jpg",MAZDA,sports_car
train_01428.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_78768.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_67648.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_39052.jpg",NISSAN,suv
"88,000+_Images_of_Cars_47598.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_36361.jpg",KIA,sedan
train_06347.jpg,HYUNDAI,hatchback
"88,000+_Images_of_Cars_41857.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_36407.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_31368.jpg",FORD,suv
"88,000+_Images_of_Cars_71994.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_60899.jpg",MAZDA,sports_car
train_03559.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_42386.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_32661.jpg",LEXUS,suv
"88,000+_Images_of_Cars_43098.jpg",NISSAN,sports_car
train_05128.jpg,KIA,sedan
"88,000+_Images_of_Cars_72251.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_23778.jpg",FORD,suv
"88,000+_Images_of_Cars_87970.jpg",HONDA,family_car
"88,000+_Images_of_Cars_25309.jpg",CHEVROLET,suv
test_07866.jpg,VOLVO,family_car
"88,000+_Images_of_Cars_41843.jpg",CHEVROLET,sedan
"88,000+_Images_of_Cars_68209.jpg",KIA,sports_car
"88,000+_Images_of_Cars_71980.jpg",FIAT,family_car
"88,000+_Images_of_Cars_30062.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_66224.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_46692.jpg",VOLVO,suv
"88,000+_Images_of_Cars_69671.jpg",HYUNDAI,hatchback
test_05917.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_48867.jpg",FORD,family_car
train_00722.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_56481.jpg",KIA,sports_car
"88,000+_Images_of_Cars_21609.jpg",KIA,suv
"88,000+_Images_of_Cars_36375.jpg",KIA,suv
"88,000+_Images_of_Cars_8924.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_55188.jpg",MAZDA,hatchback
"88,000+_Images_of_Cars_24771.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_71016.jpg",HONDA,hatchback
train_07065.jpg,FORD,suv
"88,000+_Images_of_Cars_49589.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_38370.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_76779.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_68547.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_59942.jpg",HYUNDAI,sports_car
test_02088.jpg,HONDA,family_car
"88,000+_Images_of_Cars_67674.jpg",NISSAN,sports_car
train_05672.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_75270.jpg",LEXUS,suv
"88,000+_Images_of_Cars_81497.jpg",FIAT,suv
"88,000+_Images_of_Cars_23036.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_65705.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_72279.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_75516.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_33543.jpg",HONDA,sports_car
test_07696.jpg,HYUNDAI,hatchback
"88,000+_Images_of_Cars_23988.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_25321.jpg",VOLVO,suv
"88,000+_Images_of_Cars_63374.jpg",SKODA,sedan
"88,000+_Images_of_Cars_87780.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_68221.jpg",KIA,sports_car
"88,000+_Images_of_Cars_67112.jpg",FORD,sports_car
"88,000+_Images_of_Cars_39708.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_4688.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_11084.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_77301.jpg",FIAT,family_car
"88,000+_Images_of_Cars_27536.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_61563.jpg",FIAT,sports_car
test_02936.jpg,FIAT,family_car
"88,000+_Images_of_Cars_71770.jpg",KIA,sports_car
"88,000+_Images_of_Cars_85197.jpg",HONDA,family_car
"88,000+_Images_of_Cars_67106.jpg",KIA,sedan
"88,000+_Images_of_Cars_21153.jpg",MAZDA,sports_car
train_01366.jpg,FORD,hatchback
"88,000+_Images_of_Cars_77315.jpg",LEXUS,suv
"88,000+_Images_of_Cars_61577.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_79338.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_4844.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_50972.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_38402.jpg",FORD,suv
"88,000+_Images_of_Cars_65711.jpg",RENAULT,family_car
"88,000+_Images_of_Cars_34238.jpg",MAZDA,sedan
"88,000+_Images_of_Cars_75502.jpg",FORD,suv
"88,000+_Images_of_Cars_13687.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_12599.jpg",FORD,suv
"88,000+_Images_of_Cars_25335.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_7395.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_73615.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_6935.jpg",CHEVROLET,suv
train_02109.jpg,KIA,family_car
"88,000+_Images_of_Cars_25453.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_35898.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_80945.jpg",HONDA,family_car
"88,000+_Images_of_Cars_37057.jpg",FORD,suv
train_07071.jpg,RENAULT,family_car
test_03382.jpg,FORD,family_car
"88,000+_Images_of_Cars_38364.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_61211.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_83294.jpg",FORD,suv
"88,000+_Images_of_Cars_3695.jpg",CHEVROLET,suv
train_01400.jpg,HYUNDAI,hatchback
"88,000+_Images_of_Cars_29269.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_77473.jpg",NISSAN,sedan
"88,000+_Images_of_Cars_68553.jpg",VOLVO,family_car
"88,000+_Images_of_Cars_36349.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_48683.jpg",VOLVO,family_car
"88,000+_Images_of_Cars_21635.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_60480.jpg",VOLVO,suv
"88,000+_Images_of_Cars_38833.jpg",RENAULT,hatchback
"88,000+_Images_of_Cars_27913.jpg",MAZDA,hatchback
"88,000+_Images_of_Cars_4475.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_82405.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_56132.jpg",VOLVO,family_car
test_04162.jpg,FORD,sports_car
"88,000+_Images_of_Cars_62297.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_52354.jpg",HONDA,family_car
"88,000+_Images_of_Cars_14301.jpg",FIAT,family_car
"88,000+_Images_of_Cars_45628.jpg",NISSAN,hatchback
"88,000+_Images_of_Cars_72084.jpg",VOLVO,suv
"88,000+_Images_of_Cars_44536.jpg",RENAULT,family_car
train_02486.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_54725.jpg",HONDA,family_car
"88,000+_Images_of_Cars_63189.jpg",KIA,suv
"88,000+_Images_of_Cars_12770.jpg",CITROEN,sports_car
test_06775.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_44250.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_52432.jpg",FORD,suv
"88,000+_Images_of_Cars_6504.jpg",HYUNDAI,sports_car
train_04791.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_63837.jpg",KIA,sedan
"88,000+_Images_of_Cars_56654.jpg",FIAT,sports_car
test_04604.jpg,FORD,family_car
"88,000+_Images_of_Cars_76584.jpg",LEXUS,suv
"88,000+_Images_of_Cars_46447.jpg",KIA,suv
"88,000+_Images_of_Cars_77842.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_66797.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_49774.jpg",LEXUS,family_car
"88,000+_Images_of_Cars_19143.jpg",HYUNDAI,sports_car
train_06186.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_84712.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_16270.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_4313.jpg",OPEL,sedan
"88,000+_Images_of_Cars_40036.jpg",ALFAROMEO,sports_car
test_04610.jpg,CITROEN,sports_car
"88,000+_Images_of_Cars_10615.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_56640.jpg",KIA,sedan
"88,000+_Images_of_Cars_85418.jpg",HONDA,family_car
"88,000+_Images_of_Cars_39287.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_40022.jpg",KIA,suv
"88,000+_Images_of_Cars_74387.jpg",KIA,hatchback
"88,000+_Images_of_Cars_741.jpg",CHEVROLET,family_car
"88,000+_Images_of_Cars_53738.jpg",VOLVO,suv
test_00476.jpg,CHEVROLET,suv
train_04785.jpg,FORD,suv
"88,000+_Images_of_Cars_75099.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_55349.jpg",LEXUS,suv
test_07319.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_1519.jpg",CHEVROLET,suv
test_00310.jpg,FORD,family_car
"88,000+_Images_of_Cars_6276.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_52340.jpg",NISSAN,suv
"88,000+_Images_of_Cars_72090.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_9145.jpg",FORD,family_car
"88,000+_Images_of_Cars_33972.jpg",PEUGEOT,sedan
"88,000+_Images_of_Cars_75927.jpg",CHEVROLET,suv
train_02492.jpg,KIA,family_car
"88,000+_Images_of_Cars_12764.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_51891.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_40744.jpg",LEXUS,family_car
"88,000+_Images_of_Cars_38827.jpg",FORD,suv
"88,000+_Images_of_Cars_61952.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_27907.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_48318.jpg",MAZDA,sedan
"88,000+_Images_of_Cars_4461.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_51649.jpg",SKODA,sedan
test_03619.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_56126.jpg",HONDA,hatchback
"88,000+_Images_of_Cars_82411.jpg",KIA,suv
train_00285.jpg,VOLVO,family_car
test_07457.jpg,CHEVROLET,suv
test_06991.jpg,HYUNDAI,sports_car
test_00338.jpg,VOLVO,sports_car
test_01026.jpg,FIAT,sports_car
"88,000+_Images_of_Cars_54719.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_31195.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_11245.jpg",RENAULT,sports_car
test_05240.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_3326.jpg",FORD,suv
"88,000+_Images_of_Cars_84048.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_21386.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_4449.jpg",KIA,sedan
"88,000+_Images_of_Cars_47003.jpg",HONDA,hatchback
"88,000+_Images_of_Cars_5757.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_29902.jpg",FORD,hatchback
"88,000+_Images_of_Cars_36822.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_2038.jpg",VOLVO,hatchback
"88,000+_Images_of_Cars_49748.jpg",KIA,suv
"88,000+_Images_of_Cars_69498.jpg",MAZDA,hatchback
"88,000+_Images_of_Cars_50219.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_68786.jpg",KIA,sports_car
"88,000+_Images_of_Cars_66973.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_83041.jpg",KIA,family_car
"88,000+_Images_of_Cars_78595.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_25686.jpg",PEUGEOT,family_car
