brand,model,body_style,segment,title,path
CITROEN,CITROEN C4 Picasso,Van,Small MPV,CITROEN C4 Picasso 20132016,CITROEN_C4_Picasso_20132016
CITROEN,CITROEN C4 Sedan,Sedan (four-door),Compact,CITROEN C4 Sedan 20072012,CITROEN_C4_Sedan_20072012
CITROEN,CITROEN C4 X,SUV (Sports Utility Vehicle),Medium SUV,CITROEN C4 X 2022Present,CITROEN_C4_X_2022Present
CITROEN,CITROEN C5 Estate,"Wagon (station wagon, estate, combi, touring)",Medium,CITROEN C5 Estate 20012004,CITROEN_C5_Estate_20012004
CITROEN,CITROEN C5 Estate,"Wagon (station wagon, estate, combi, touring)",Medium,CITROEN C5 Estate 20042008,CITROEN_C5_Estate_20042008
CITROEN,CITROEN C5 Liftback,Hatchback,Medium,CITROEN C5 Liftback 20012004,CITROEN_C5_Liftback_20012004
CITROEN,CITROEN C5 Liftback,Hatchback,Medium,CITROEN C5 Liftback 20042008,CITROEN_C5_Liftback_20042008
CITROEN,CITROEN C5 Sedan,Sedan (four-door),Medium,CITROEN C5 Sedan 20082011,CITROEN_C5_Sedan_20082011
CITROEN,CITROEN C5 Sedan,Sedan (four-door),Large,CITROEN C5 Sedan 20102017,CITROEN_C5_Sedan_20102017
CITROEN,CITROEN C5 Tourer,"Wagon (station wagon, estate, combi, touring)",Medium,CITROEN C5 Tourer 20082010,CITROEN_C5_Tourer_20082010
CITROEN,CITROEN C5 X,SUV (Sports Utility Vehicle),Crossover,CITROEN C5 X 2021Present,CITROEN_C5_X_2021Present
CITROEN,CITROEN C8,Van,Medium MPV,CITROEN C8 20022008,CITROEN_C8_20022008
CITROEN,CITROEN CCrosser,SUV (Sports Utility Vehicle),Medium SUV,CITROEN CCrosser 20072012,CITROEN_CCrosser_20072012
CITROEN,CITROEN CElysee,Sedan (four-door),Compact,CITROEN CElysee 2013Present,CITROEN_CElysee_2013Present
CITROEN,CITROEN CZero,Hatchback,Mini,CITROEN CZero 2010Present,CITROEN_CZero_2010Present
CITROEN,CITROEN DS 3,Hatchback,Small,CITROEN DS 3 20092014,CITROEN_DS_3_20092014
CITROEN,CITROEN DS4,Hatchback,Medium,CITROEN DS4 2010Present,CITROEN_DS4_2010Present
CITROEN,CITROEN DS5,Hatchback,Compact,CITROEN DS5 2011Present,CITROEN_DS5_2011Present
CITROEN,CITROEN EMehari,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Small SUV,CITROEN EMehari 20162018,CITROEN_EMehari_20162018
CITROEN,CITROEN EMehari,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Small SUV,CITROEN EMehari 2018Present,CITROEN_EMehari_2018Present
CITROEN,CITROEN Grand C4 Picasso,Van,Medium MPV,CITROEN Grand C4 Picasso 20132016,CITROEN_Grand_C4_Picasso_20132016
CITROEN,CITROEN Grand C4 Picasso,Van,Large MPV,CITROEN Grand C4 Picasso 2016Present,CITROEN_Grand_C4_Picasso_2016Present
CITROEN,CITROEN Nemo Combi,Van,Small MPV,CITROEN Nemo Combi 20082015,CITROEN_Nemo_Combi_20082015
CITROEN,CITROEN Xsara Coupe VTS,Coup (two-door),Coupe,CITROEN Xsara Coupe VTS 20002003,CITROEN_Xsara_Coupe_VTS_20002003
CITROEN,CITROEN Xsara Picasso,Van,Small MPV,CITROEN Xsara Picasso 20042012,CITROEN_Xsara_Picasso_20042012
FERRARI,FERRARI Dino 246 GT,Coup (two-door),Exotic,1969 Dino 246 GT,1969_Dino_246_GT
FERRARI,FERRARI Mondial 8,Coup (two-door),Exotic,1980 Ferrari Mondial 8,1980_Ferrari_Mondial_8
FERRARI,FERRARI FXX,Coup (two-door),Exotic,2005 Ferrari FXX,2005_Ferrari_FXX
FERRARI,FERRARI 360 Challenge Stradale F 131,Coup (two-door),Exotic,FERRARI 360 Challenge Stradale F 131 20032005,FERRARI_360_Challenge_Stradale_F_131_20032005
FERRARI,FERRARI 360 Modena,Coup (two-door),Exotic,FERRARI 360 Modena 19992004,FERRARI_360_Modena_19992004
FERRARI,FERRARI 360 Spider,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Exotic,FERRARI 360 Spider 20002005,FERRARI_360_Spider_20002005
FERRARI,FERRARI 430 Scuderia,Coup (two-door),Exotic,FERRARI 430 Scuderia 20072009,FERRARI_430_Scuderia_20072009
FERRARI,FERRARI 458 Italia,Coup (two-door),Exotic,FERRARI 458 Italia 20092015,FERRARI_458_Italia_20092015
FERRARI,FERRARI 458 Speciale,Coup (two-door),Exotic,FERRARI 458 Speciale 20132015,FERRARI_458_Speciale_20132015
FERRARI,FERRARI 488 GTB,Coup (two-door),Exotic,FERRARI 488 GTB 20152019,FERRARI_488_GTB_20152019
FERRARI,FERRARI 488 Spider,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Exotic,FERRARI 488 Spider 20162019,FERRARI_488_Spider_20162019
FERRARI,FERRARI 550 Barchetta Pininfarina,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Exotic,FERRARI 550 Barchetta Pininfarina 20002002,FERRARI_550_Barchetta_Pininfarina_20002002
FERRARI,FERRARI 550 Maranello,Coup (two-door),Exotic,FERRARI 550 Maranello 19962002,FERRARI_550_Maranello_19962002
FERRARI,FERRARI 575 M Superamerica,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Exotic,FERRARI 575 M Superamerica 20052006,FERRARI_575_M_Superamerica_20052006
FERRARI,FERRARI 575M Maranello,Coup (two-door),Exotic,FERRARI 575M Maranello 20022006,FERRARI_575M_Maranello_20022006
FERRARI,FERRARI 599 GTB Fiorano,Coup (two-door),Exotic,FERRARI 599 GTB Fiorano 20062012,FERRARI_599_GTB_Fiorano_20062012
FERRARI,FERRARI 599 GTO,Coup (two-door),Exotic,FERRARI 599 GTO 20102012,FERRARI_599_GTO_20102012
FERRARI,FERRARI 612 Scaglietti,Coup (two-door),Exotic,FERRARI 612 Scaglietti 20042011,FERRARI_612_Scaglietti_20042011
FERRARI,FERRARI 812 Superfast,Coup (two-door),Coupe,FERRARI 812 Superfast 2017Present,FERRARI_812_Superfast_2017Present
FERRARI,FERRARI California T,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Coupe Cabrio,FERRARI California T 20142017,FERRARI_California_T_20142017
FERRARI,FERRARI Enzo,Coup (two-door),Exotic,FERRARI Enzo 20022004,FERRARI_Enzo_20022004
FERRARI,FERRARI F12 Berlinetta,Coup (two-door),Exotic,FERRARI F12 Berlinetta 20122015,FERRARI_F12_Berlinetta_20122015
FERRARI,FERRARI F12tdf,Coup (two-door),Exotic,FERRARI F12tdf 20152017,FERRARI_F12tdf_20152017
FERRARI,FERRARI F149 California,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Coupe Cabrio,FERRARI F149 California 20082011,FERRARI_F149_California_20082011
FERRARI,FERRARI F149 California,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Exotic,FERRARI F149 California 20122017,FERRARI_F149_California_20122017
FERRARI,FERRARI F430,Coup (two-door),Exotic,FERRARI F430 20042009,FERRARI_F430_20042009
FERRARI,FERRARI F430 Spider,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Exotic,FERRARI F430 Spider 20052009,FERRARI_F430_Spider_20052009
FERRARI,FERRARI F8 Tributo,Coup (two-door),Exotic,FERRARI F8 Tributo 2019Present,FERRARI_F8_Tributo_2019Present
FERRARI,FERRARI FF,Coup (two-door),Exotic,FERRARI FF 20112016,FERRARI_FF_20112016
FERRARI,FERRARI GTC4Lusso,Hatchback,Luxury,FERRARI GTC4Lusso 2016Present,FERRARI_GTC4Lusso_2016Present
FERRARI,FERRARI GTC4Lusso T,Hatchback,Luxury,FERRARI GTC4Lusso T 2016Present,FERRARI_GTC4Lusso_T_2016Present
FERRARI,FERRARI LaFerrari,Coup (two-door),Exotic,FERRARI LaFerrari 20132015,FERRARI_LaFerrari_20132015
FERRARI,FERRARI Portofino,Coup (two-door),Coupe Cabrio,FERRARI Portofino 20172020,FERRARI_Portofino_20172020
FERRARI,FERRARI Purosangue,SUV (Sports Utility Vehicle),Medium SUV,FERRARI Purosangue 2022Present,FERRARI_Purosangue_2022Present
FERRARI,FERRARI Roma,Coup (two-door),Exotic,FERRARI Roma 2019Present,FERRARI_Roma_2019Present
FERRARI,FERRARI Scuderia Spider 16M,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,FERRARI Scuderia Spider 16M 20082009,FERRARI_Scuderia_Spider_16M_20082009
FERRARI,FERRARI SF90 Stradale,Coup (two-door),Exotic,FERRARI SF90 Stradale 2019Present,FERRARI_SF90_Stradale_2019Present
FIAT,FIAT Coupe,Coup (two-door),Coupe,1994 Fiat Coupe,1994_Fiat_Coupe
FIAT,FIAT 500 Abarth esseesse,Hatchback,Mini,2009 Abarth 500 esseesse,2009_Abarth_500_esseesse
FIAT,FIAT 124 Abarth Spider,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,2017 Abarth 124 Spider,2017_Abarth_124_Spider
FIAT,FIAT  Fullback Cross,Truck,Fullsize Pickup,FIAT  Fullback Cross 2016Present,FIAT_Fullback_Cross_2016Present
FIAT,FIAT 124 Spider,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,FIAT 124 Spider 2016Present,FIAT_124_Spider_2016Present
FIAT,FIAT 126,Hatchback,Mini,FIAT 126 19722000,FIAT_126_19722000
FIAT,FIAT 500,Hatchback,Mini,FIAT 500 20072015,FIAT_500_20072015
FIAT,FIAT 500,Hatchback,Mini,FIAT 500 2015Present,FIAT_500_2015Present
FIAT,FIAT 500 31,Hatchback,Mini,FIAT 500 31 2020Present,FIAT_500_31_2020Present
FIAT,FIAT 500 Abarth,Hatchback,Mini,FIAT 500 Abarth 2008Present,FIAT_500_Abarth_2008Present
FIAT,FIAT 500 Abarth 695 Tributo Ferrari,Hatchback,Mini,FIAT 500 Abarth 695 Tributo Ferrari 2009Present,FIAT_500_Abarth_695_Tributo_Ferrari_2009Present
FIAT,FIAT 500 C,Hatchback,Mini,FIAT 500 C 20092015,FIAT_500_C_20092015
FIAT,FIAT 500 C,Hatchback,Mini,FIAT 500 C 2015Present,FIAT_500_C_2015Present
FIAT,FIAT 500 X,SUV (Sports Utility Vehicle),Crossover,FIAT 500 X 2018Present,FIAT_500_X_2018Present
FIAT,FIAT 500C Abarth,Hatchback,Compact,FIAT 500C Abarth 2012Present,FIAT_500C_Abarth_2012Present
FIAT,FIAT 500e,Hatchback,Mini,FIAT 500e 2013Present,FIAT_500e_2013Present
FIAT,FIAT 500e,Hatchback,Mini,FIAT 500e 2020Present,FIAT_500e_2020Present
FIAT,FIAT 500L,Van,Small MPV,FIAT 500L 20122017,FIAT_500L_20122017
FIAT,FIAT 500L,Van,Small MPV,FIAT 500L 2017Present,FIAT_500L_2017Present
FIAT,FIAT 500L Living,Van,Medium MPV,FIAT 500L Living 2013Present,FIAT_500L_Living_2013Present
FIAT,FIAT 500L Trekking,Van,Crossover,FIAT 500L Trekking 2013Present,FIAT_500L_Trekking_2013Present
FIAT,FIAT 500X,SUV (Sports Utility Vehicle),Crossover,FIAT 500X 20152018,FIAT_500X_20152018
FIAT,FIAT 595 Abarth,Hatchback,Mini,FIAT 595 Abarth 20122015,FIAT_595_Abarth_20122015
FIAT,FIAT 595 Abarth,Hatchback,Mini,FIAT 595 Abarth 20162021,FIAT_595_Abarth_20162021
FIAT,FIAT 595C Abarth,Hatchback,Mini,FIAT 595C Abarth 20122015,FIAT_595C_Abarth_20122015
FIAT,FIAT 695 Abarth Biposto,Hatchback,Mini,FIAT 695 Abarth Biposto 2014Present,FIAT_695_Abarth_Biposto_2014Present
FIAT,FIAT Argo,Hatchback,Compact,FIAT Argo 2017,FIAT_Argo_2017
FIAT,FIAT Barchetta,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,FIAT Barchetta 20032005,FIAT_Barchetta_20032005
FIAT,FIAT Bravo,Hatchback,Compact,FIAT Bravo 19952001,FIAT_Bravo_19952001
FIAT,FIAT Bravo,Hatchback,Compact,FIAT Bravo 20072010,FIAT_Bravo_20072010
FIAT,FIAT Croma,"Wagon (station wagon, estate, combi, touring)",Compact,FIAT Croma 20052011,FIAT_Croma_20052011
FIAT,FIAT Doblo,Van,Medium MPV,FIAT Doblo 20102015,FIAT_Doblo_20102015
FIAT,FIAT Doblo,Van,Medium MPV,FIAT Doblo 2015Present,FIAT_Doblo_2015Present
FIAT,FIAT F595 Abarth,Hatchback,Mini,FIAT F595 Abarth 2021Present,FIAT_F595_Abarth_2021Present
FIAT,FIAT Freemont,SUV (Sports Utility Vehicle),Medium MPV,FIAT Freemont 20112015,FIAT_Freemont_20112015
FIAT,FIAT Freemont Cross,SUV (Sports Utility Vehicle),Crossover,FIAT Freemont Cross 20152018,FIAT_Freemont_Cross_20152018
FIAT,FIAT Fullback Double Cab,Truck,Midsize Pickup,FIAT Fullback Double Cab 2016Present,FIAT_Fullback_Double_Cab_2016Present
FIAT,FIAT Grande Punto Abarth,Hatchback,Small,FIAT Grande Punto Abarth 20072010,FIAT_Grande_Punto_Abarth_20072010
FIAT,FIAT Idea,Van,Medium MPV,FIAT Idea 20032010,FIAT_Idea_20032010
FIAT,FIAT Idea,Van,Small MPV,FIAT Idea 20102016,FIAT_Idea_20102016
FIAT,FIAT Linea,Sedan (four-door),Compact,FIAT Linea 20062015,FIAT_Linea_20062015
FIAT,FIAT Multipla,Van,Medium MPV,FIAT Multipla 19982004,FIAT_Multipla_19982004
FIAT,FIAT Palio,Hatchback,Mini,FIAT Palio 20112016,FIAT_Palio_20112016
FIAT,FIAT Palio Weekend,"Wagon (station wagon, estate, combi, touring)",Medium,FIAT Palio Weekend 20122019,FIAT_Palio_Weekend_20122019
FIAT,FIAT Panda,Hatchback,Compact,FIAT Panda 20032011,FIAT_Panda_20032011
FIAT,FIAT Panda,Hatchback,Compact,FIAT Panda 2011Present,FIAT_Panda_2011Present
FIAT,FIAT Panda 4x4,Hatchback,Compact,FIAT Panda 4x4 2012Present,FIAT_Panda_4x4_2012Present
FIAT,FIAT Panda City Cross,Hatchback,Compact,FIAT Panda City Cross 2017Present,FIAT_Panda_City_Cross_2017Present
FIAT,FIAT Panda Cross,SUV (Sports Utility Vehicle),Crossover,FIAT Panda Cross 2014Present,FIAT_Panda_Cross_2014Present
FIAT,FIAT Punto 3 Doors,Hatchback,Small,FIAT Punto 3 Doors 20122018,FIAT_Punto_3_Doors_20122018
FIAT,FIAT Punto 5 Doors,Hatchback,Small,FIAT Punto 5 Doors 20122018,FIAT_Punto_5_Doors_20122018
FIAT,FIAT Punto Evo 3 Doors,Hatchback,Small,FIAT Punto Evo 3 Doors 20092012,FIAT_Punto_Evo_3_Doors_20092012
FIAT,FIAT Punto Evo 5 Doors,Hatchback,Small,FIAT Punto Evo 5 Doors 20092012,FIAT_Punto_Evo_5_Doors_20092012
FIAT,FIAT Qubo,Van,Small MPV,FIAT Qubo 20082019,FIAT_Qubo_20082019
FIAT,FIAT Sedici,SUV (Sports Utility Vehicle),Small SUV,FIAT Sedici 20062009,FIAT_Sedici_20062009
FIAT,FIAT Sedici,SUV (Sports Utility Vehicle),Small SUV,FIAT Sedici 20092014,FIAT_Sedici_20092014
FIAT,FIAT Stilo 3 Doors,Hatchback,Compact,FIAT Stilo 3 Doors 20012006,FIAT_Stilo_3_Doors_20012006
FIAT,FIAT Stilo 5 Doors,Hatchback,Compact,FIAT Stilo 5 Doors 20012006,FIAT_Stilo_5_Doors_20012006
FIAT,FIAT Stilo Multi Wagon,"Wagon (station wagon, estate, combi, touring)",Small,FIAT Stilo Multi Wagon 20032006,FIAT_Stilo_Multi_Wagon_20032006
FIAT,FIAT Tipo  Egea,Sedan (four-door),Compact,FIAT Tipo  Egea 2015Present,FIAT_Tipo_Egea_2015Present
FIAT,FIAT Tipo 5 Doors,Hatchback,Compact,FIAT Tipo 5 Doors 2016Present,FIAT_Tipo_5_Doors_2016Present
FIAT,FIAT Tipo Cross,SUV (Sports Utility Vehicle),Crossover,FIAT Tipo Cross 2020Present,FIAT_Tipo_Cross_2020Present
FIAT,FIAT Tipo Station Wagon,"Wagon (station wagon, estate, combi, touring)",Compact,FIAT Tipo Station Wagon 2016Present,FIAT_Tipo_Station_Wagon_2016Present
FIAT,FIAT Uno,Hatchback,Small,FIAT Uno 2010Present,FIAT_Uno_2010Present
FIAT,FIAT Viaggio,Sedan (four-door),Compact,FIAT Viaggio 20132017,FIAT_Viaggio_20132017
FORD,FORD CMax,Van,Small MPV,2007 Ford CMax,2007_Ford_CMax
FORD,FORD Taurus,Sedan (four-door),Large,2010Ford Taurus,2010Ford_Taurus
FORD,FORD Focus ST 5 Doors,Hatchback,Compact,2014 Focus ST 5 Doors,2014_Focus_ST_5_Doors
FORD,FORD Mustang Convertible,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,2018 Ford Mustang Convertible,2018_Ford_Mustang_Convertible
FORD,FORD Puma ST,SUV (Sports Utility Vehicle),Crossover,2021 Ford Puma ST,2021_Ford_Puma_ST
FORD,FORD Ranger Raptor,Truck,Heavy Duty Pickup,2023 Ford Ranger Raptor,2023_Ford_Ranger_Raptor
FORD,FORD Explorer,SUV (Sports Utility Vehicle),Medium SUV,2024 Ford Explorer EU,2024_Ford_Explorer_EU
FORD,FORD BMax,Van,Small MPV,FORD BMax 20122017,FORD_BMax_20122017
FORD,FORD Bronco 4door,SUV (Sports Utility Vehicle),Medium SUV,FORD Bronco 4door 2020Present,FORD_Bronco_4door_2020Present
FORD,FORD Bronco Raptor,SUV (Sports Utility Vehicle),Medium SUV,FORD Bronco Raptor 2022Present,FORD_Bronco_Raptor_2022Present
FORD,FORD Bronco Sport,SUV (Sports Utility Vehicle),Medium SUV,FORD Bronco Sport 2020Present,FORD_Bronco_Sport_2020Present
FORD,FORD Bullitt,Coup (two-door),Coupe,FORD Bullitt 20192020,FORD_Bullitt_20192020
FORD,FORD CMax,Van,Small MPV,FORD CMax 20102014,FORD_CMax_20102014
FORD,FORD CMax,Van,Medium MPV,FORD CMax 20142019,FORD_CMax_20142019
FORD,FORD Ecosport,SUV (Sports Utility Vehicle),Small SUV,FORD Ecosport 20132017,FORD_Ecosport_20132017
FORD,FORD EcoSport,SUV (Sports Utility Vehicle),Small SUV,FORD EcoSport 2017Present,FORD_EcoSport_2017Present
FORD,FORD Edge,SUV (Sports Utility Vehicle),Crossover,FORD Edge 20062009,FORD_Edge_20062009
FORD,FORD Edge,SUV (Sports Utility Vehicle),Medium SUV,FORD Edge 20102014,FORD_Edge_20102014
FORD,FORD Edge,SUV (Sports Utility Vehicle),Crossover,FORD Edge 20152018,FORD_Edge_20152018
FORD,FORD EDGE,SUV (Sports Utility Vehicle),Crossover,FORD EDGE 2018Present,FORD_EDGE_2018Present
FORD,FORD Escape,SUV (Sports Utility Vehicle),Medium SUV,FORD Escape 20002006,FORD_Escape_20002006
FORD,FORD Escape,SUV (Sports Utility Vehicle),Small SUV,FORD Escape 20082011,FORD_Escape_20082011
FORD,FORD Escape,SUV (Sports Utility Vehicle),Crossover,FORD Escape 20122016,FORD_Escape_20122016
FORD,FORD Escape,SUV (Sports Utility Vehicle),Crossover,FORD Escape 20162019,FORD_Escape_20162019
FORD,FORD Escape,SUV (Sports Utility Vehicle),Crossover,FORD Escape 20192022,FORD_Escape_20192022
FORD,FORD Escape,SUV (Sports Utility Vehicle),Crossover,FORD Escape 2022Present,FORD_Escape_2022Present
FORD,FORD Escort 3 Doors,Coup (two-door),Compact,FORD Escort 3 Doors 19801986,FORD_Escort_3_Doors_19801986
FORD,FORD Everest,SUV (Sports Utility Vehicle),Medium SUV,FORD Everest 20152018,FORD_Everest_20152018
FORD,FORD Everest,SUV (Sports Utility Vehicle),Medium SUV,FORD Everest 20182022,FORD_Everest_20182022
FORD,FORD Everest,SUV (Sports Utility Vehicle),Medium SUV,FORD Everest 2022Present,FORD_Everest_2022Present
FORD,FORD Excursion,SUV (Sports Utility Vehicle),Large SUV,FORD Excursion 20002005,FORD_Excursion_20002005
FORD,FORD Expedition,SUV (Sports Utility Vehicle),Large SUV,FORD Expedition 20142017,FORD_Expedition_20142017
FORD,FORD Expedition,SUV (Sports Utility Vehicle),Large SUV,FORD Expedition 20172021,FORD_Expedition_20172021
FORD,FORD Expedition Max,SUV (Sports Utility Vehicle),Large SUV,FORD Expedition Max 20172021,FORD_Expedition_Max_20172021
FORD,FORD Explorer,SUV (Sports Utility Vehicle),Large SUV,FORD Explorer 20032005,FORD_Explorer_20032005
FORD,FORD Explorer,SUV (Sports Utility Vehicle),Large SUV,FORD Explorer 20052009,FORD_Explorer_20052009
FORD,FORD Explorer,SUV (Sports Utility Vehicle),Large SUV,FORD Explorer 20102015,FORD_Explorer_20102015
FORD,FORD Explorer,SUV (Sports Utility Vehicle),Large SUV,FORD Explorer 20152019,FORD_Explorer_20152019
FORD,FORD Explorer,SUV (Sports Utility Vehicle),Large SUV,FORD Explorer 2019Present,FORD_Explorer_2019Present
FORD,FORD Explorer Sport Trac,Truck,Medium SUV,FORD Explorer Sport Trac 20022005,FORD_Explorer_Sport_Trac_20022005
FORD,FORD F150,Truck,Fullsize Pickup,FORD F150 2020Present,FORD_F150_2020Present
FORD,FORD F150 Lightning,Truck,Fullsize Pickup,FORD F150 Lightning 2022Present,FORD_F150_Lightning_2022Present
FORD,FORD F150 Raptor,Truck,Heavy Duty Pickup,FORD F150 Raptor 2021Present,FORD_F150_Raptor_2021Present
FORD,FORD F150 Raptor SVT,Truck,Midsize Pickup,FORD F150 Raptor SVT 20092013,FORD_F150_Raptor_SVT_20092013
FORD,FORD F150 Super Cab,Truck,Midsize Pickup,FORD F150 Super Cab 20092012,FORD_F150_Super_Cab_20092012
FORD,FORD F150 Super Crew,Truck,Medium SUV,FORD F150 Super Crew 20092013,FORD_F150_Super_Crew_20092013
FORD,FORD F150 Super Crew,Truck,Midsize Pickup,FORD F150 Super Crew 20142018,FORD_F150_Super_Crew_20142018
FORD,FORD F150 SVT Raptor,Truck,Heavy Duty Pickup,FORD F150 SVT Raptor 20172021,FORD_F150_SVT_Raptor_20172021
FORD,FORD F150 Tremor,Truck,Fullsize Pickup,FORD F150 Tremor 2020Present,FORD_F150_Tremor_2020Present
FORD,FORD Fiesta 3 Doors,Hatchback,Compact,FORD Fiesta 3 Doors 20052008,FORD_Fiesta_3_Doors_20052008
FORD,FORD Fiesta 3 Doors,Hatchback,Small,FORD Fiesta 3 Doors 20082012,FORD_Fiesta_3_Doors_20082012
FORD,FORD Fiesta 3 Doors,Hatchback,Small,FORD Fiesta 3 Doors 20132017,FORD_Fiesta_3_Doors_20132017
FORD,FORD Fiesta 3 doors,Hatchback,Small,FORD Fiesta 3 doors 2017Present,FORD_Fiesta_3_doors_2017Present
FORD,FORD Fiesta 5 Doors,Hatchback,Small,FORD Fiesta 5 Doors 20082012,FORD_Fiesta_5_Doors_20082012
FORD,FORD Fiesta 5 Doors,Hatchback,Small,FORD Fiesta 5 Doors 20132017,FORD_Fiesta_5_Doors_20132017
FORD,FORD Fiesta 5 doors,Hatchback,Small,FORD Fiesta 5 doors 20172021,FORD_Fiesta_5_doors_20172021
FORD,FORD Fiesta Active,Hatchback,Crossover,FORD Fiesta Active 20172021,FORD_Fiesta_Active_20172021
FORD,FORD Fiesta Sedan,Sedan (four-door),Compact,FORD Fiesta Sedan 20112017,FORD_Fiesta_Sedan_20112017
FORD,FORD Fiesta ST,Hatchback,Small,FORD Fiesta ST 20122016,FORD_Fiesta_ST_20122016
FORD,FORD Fiesta ST,Hatchback,Compact,FORD Fiesta ST 2018Present,FORD_Fiesta_ST_2018Present
FORD,FORD Fiesta ST 3 doors,Hatchback,Compact,FORD Fiesta ST 3 doors 20182021,FORD_Fiesta_ST_3_doors_20182021
FORD,FORD Fiesta ST200 3 Doors,Hatchback,Compact,FORD Fiesta ST200 3 Doors 20162018,FORD_Fiesta_ST200_3_Doors_20162018
FORD,FORD Figo,Hatchback,Small,FORD Figo 20102012,FORD_Figo_20102012
FORD,FORD Figo,Hatchback,Compact,FORD Figo 20122015,FORD_Figo_20122015
FORD,FORD Figo,Hatchback,Compact,FORD Figo 20152018,FORD_Figo_20152018
FORD,FORD Figo,Hatchback,Compact,FORD Figo 2018Present,FORD_Figo_2018Present
FORD,FORD Five Hundred,Sedan (four-door),Medium,FORD Five Hundred 20042007,FORD_Five_Hundred_20042007
FORD,FORD Flex,"Wagon (station wagon, estate, combi, touring)",Crossover,FORD Flex 20092012,FORD_Flex_20092012
FORD,FORD Flex,"Wagon (station wagon, estate, combi, touring)",Crossover,FORD Flex 20122019,FORD_Flex_20122019
FORD,FORD Focus 3 Doors,Hatchback,Compact,FORD Focus 3 Doors 19982001,FORD_Focus_3_Doors_19982001
FORD,FORD Focus 3 Doors,Hatchback,Compact,FORD Focus 3 Doors 20082011,FORD_Focus_3_Doors_20082011
FORD,FORD Focus 4 Doors,Sedan (four-door),Compact,FORD Focus 4 Doors 20052007,FORD_Focus_4_Doors_20052007
FORD,FORD Focus 4 Doors,Sedan (four-door),Compact,FORD Focus 4 Doors 20112014,FORD_Focus_4_Doors_20112014
FORD,FORD Focus 5 Doors,Hatchback,Compact,FORD Focus 5 Doors 20082010,FORD_Focus_5_Doors_20082010
FORD,FORD Focus 5 Doors,Hatchback,Compact,FORD Focus 5 Doors 20142018,FORD_Focus_5_Doors_20142018
FORD,FORD Focus 5 Doors,Hatchback,Compact,FORD Focus 5 Doors 20182021,FORD_Focus_5_Doors_20182021
FORD,FORD Focus Active Wagon,"Wagon (station wagon, estate, combi, touring)",Compact,FORD Focus Active Wagon 2021Present,FORD_Focus_Active_Wagon_2021Present
FORD,FORD Focus Estate,"Wagon (station wagon, estate, combi, touring)",Compact,FORD Focus Estate 20142018,FORD_Focus_Estate_20142018
FORD,FORD Focus Estate,"Wagon (station wagon, estate, combi, touring)",Compact,FORD Focus Estate 20182021,FORD_Focus_Estate_20182021
FORD,FORD Focus RS,Hatchback,Compact,FORD Focus RS 20022003,FORD_Focus_RS_20022003
FORD,FORD Focus RS,Hatchback,Compact,FORD Focus RS 20082011,FORD_Focus_RS_20082011
FORD,FORD Focus RS,Hatchback,Compact,FORD Focus RS 2016Present,FORD_Focus_RS_2016Present
FORD,FORD Focus Sedan,Sedan (four-door),Compact,FORD Focus Sedan 20142018,FORD_Focus_Sedan_20142018
FORD,FORD Focus ST 5 Doors,Hatchback,Compact,FORD Focus ST 5 Doors 20122014,FORD_Focus_ST_5_Doors_20122014
FORD,FORD Focus ST 5 Doors,Hatchback,Compact,FORD Focus ST 5 Doors 20192021,FORD_Focus_ST_5_Doors_20192021
FORD,FORD Focus ST Estate,"Wagon (station wagon, estate, combi, touring)",Compact,FORD Focus ST Estate 2012Present,FORD_Focus_ST_Estate_2012Present
FORD,FORD Focus Wagon,"Wagon (station wagon, estate, combi, touring)",Compact,FORD Focus Wagon 20112014,FORD_Focus_Wagon_20112014
FORD,FORD Freestar,Van,Large MPV,FORD Freestar 20032007,FORD_Freestar_20032007
FORD,FORD Fusion,Sedan (four-door),Compact,FORD Fusion 2018Present,FORD_Fusion_2018Present
FORD,FORD Fusion Hybrid,Sedan (four-door),Medium,FORD Fusion Hybrid 20122016,FORD_Fusion_Hybrid_20122016
FORD,FORD Fusion North American,Sedan (four-door),Medium,FORD Fusion North American 20052008,FORD_Fusion_North_American_20052008
FORD,FORD Fusion North American,Sedan (four-door),Medium,FORD Fusion North American 20082012,FORD_Fusion_North_American_20082012
