brand,body_style,path_to_jpg,phase
OPEL,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_07920.jpg,train
FORD,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_76355.jpg",train
KIA,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/RM1YJNPFOVQE.jpg,train
NISSAN,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_58986.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_6882.jpg",train
MAZDA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_69988.jpg",train
VOLVO,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/train_01739.jpg,train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_64029.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_22986.jpg",train
HYUNDAI,hatchback,Code/dataset/Data/DS2_confidence_and_brand_selected/train_04257.jpg,train
HONDA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_41316.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_6747.jpg",train
FORD,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_10379.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_49251.jpg",train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_70067.jpg",train
LEXUS,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_73571.jpg",train
KIA,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_72033.jpg",train
RENAULT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_3723.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_85603.jpg",train
MAZDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_37399.jpg",train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_70577.jpg",train
FORD,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_73034.jpg",train
FORD,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_13023.jpg",train
OPEL,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_60371.jpg",train
PEUGEOT,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_87142.jpg",train
HONDA,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_53597.jpg",train
KIA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_82025.jpg",train
HYUNDAI,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_19143.jpg",train
FIAT,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_29416.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_27323.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_7720.jpg",train
VOLVO,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_07634.jpg,train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_81094.jpg",train
HYUNDAI,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_42081.jpg",train
FORD,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_21890.jpg",train
HYUNDAI,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_17938.jpg",train
KIA,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_37542.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_50219.jpg",train
PEUGEOT,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_86601.jpg",train
KIA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_79406.jpg",train
KIA,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/test_02883.jpg,train
FIAT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_11275.jpg",train
RENAULT,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_05096.jpg,train
FORD,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_20925.jpg",train
PEUGEOT,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/1VZNE3CL1NIN.jpg,train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_77966.jpg",train
CHEVROLET,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_28281.jpg",train
MAZDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_14089.jpg",train
HYUNDAI,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_8178.jpg",train
FORD,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_39294.jpg",train
KIA,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_82303.jpg",train
OPEL,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_06571.jpg,train
RENAULT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_72952.jpg",train
MAZDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_76388.jpg",train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_83894.jpg",train
RENAULT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_64555.jpg",train
LEXUS,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_75605.jpg",train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_82495.jpg",train
HYUNDAI,sedan,Code/dataset/Data/DS2_confidence_and_brand_selected/train_02374.jpg,train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_13293.jpg",train
PEUGEOT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_6862.jpg",train
KIA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_85649.jpg",train
RENAULT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_59126.jpg",train
MAZDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_79239.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_65020.jpg",train
ALFAROMEO,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_69936.jpg",train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_49603.jpg",train
FORD,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_15772.jpg",train
VOLVO,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_21004.jpg",train
LEXUS,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_24792.jpg",train
KIA,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_31584.jpg",train
FORD,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_10015.jpg",train
KIA,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/XQKGSFY3CBDZ.jpg,train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_29736.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_44624.jpg",train
CHEVROLET,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_07116.jpg,train
PEUGEOT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_82838.jpg",train
RENAULT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_69624.jpg",train
ALFAROMEO,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_11324.jpg",train
RENAULT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_9315.jpg",train
SKODA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_83271.jpg",train
FORD,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_00915.jpg,train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_56762.jpg",train
FORD,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_82227.jpg",train
VOLVO,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_14233.jpg",train
LEXUS,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_43362.jpg",train
FIAT,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_04214.jpg,train
FIAT,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_07654.jpg,train
CHEVROLET,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/test_02596.jpg,train
NISSAN,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_05711.jpg,train
HYUNDAI,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_70704.jpg",train
CHEVROLET,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/train_03156.jpg,train
FORD,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_6391.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_32072.jpg",train
OPEL,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_06422.jpg,train
MAZDA,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_67223.jpg",train
KIA,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_74387.jpg",train
NISSAN,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_71827.jpg",train
HONDA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_26303.jpg",train
HYUNDAI,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_71856.jpg",train
HYUNDAI,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_23775.jpg",train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_31556.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_63249.jpg",train
VOLVO,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_20780.jpg",train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_11727.jpg",train
HYUNDAI,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_47597.jpg",train
FIAT,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_04232.jpg,train
CHEVROLET,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_03908.jpg,train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_51305.jpg",train
KIA,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_62600.jpg",train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_54150.jpg",train
CITROEN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_57825.jpg",train
FIAT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_56341.jpg",train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_47997.jpg",train
HYUNDAI,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/FBD2Q638R0AA.jpg,train
VOLVO,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_70310.jpg",train
FORD,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_29630.jpg",train
ALFAROMEO,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_59011.jpg",train
HYUNDAI,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_56438.jpg",train
LEXUS,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_32177.jpg",train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_10291.jpg",train
FORD,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_3910.jpg",train
RENAULT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_68729.jpg",train
FORD,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_05516.jpg,train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_58413.jpg",train
HONDA,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/H1HXQFCY6UV8.jpg,train
ALFAROMEO,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_43060.jpg",train
PEUGEOT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_25985.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_85608.jpg",train
FORD,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_31167.jpg",train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_32524.jpg",train
FIAT,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_6392.jpg",train
KIA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_74311.jpg",train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_80858.jpg",train
KIA,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_04216.jpg,train
FORD,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_5215.jpg",train
RENAULT,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_03391.jpg,train
SKODA,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_47967.jpg",train
HONDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_63550.jpg",train
HYUNDAI,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_20086.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_74650.jpg",train
RENAULT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_5079.jpg",train
MAZDA,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_81104.jpg",train
FIAT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_15716.jpg",train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_11553.jpg",train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_59694.jpg",train
HYUNDAI,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_50140.jpg",train
ALFAROMEO,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_50302.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_25291.jpg",train
PEUGEOT,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/T9508SR4SVVQ.jpg,train
HONDA,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/U4X1M6ZQLREP.jpg,train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_80066.jpg",train
PEUGEOT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_69242.jpg",train
VOLVO,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_2923.jpg",train
NISSAN,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_8549.jpg",train
HYUNDAI,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_45599.jpg",train
OPEL,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_53528.jpg",train
FORD,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_74123.jpg",train
KIA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_11474.jpg",train
MAZDA,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_12863.jpg",train
HYUNDAI,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_16415.jpg",train
FORD,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_76053.jpg",train
RENAULT,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_56184.jpg",train
FORD,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_68903.jpg",train
ALFAROMEO,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_69533.jpg",train
CITROEN,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_03746.jpg,train
RENAULT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_13157.jpg",train
KIA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_66304.jpg",train
FORD,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_27393.jpg",train
MAZDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_74994.jpg",train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_77070.jpg",train
RENAULT,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_04847.jpg,train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_71807.jpg",train
KIA,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/CDRP0U4BZ3H1.jpg,train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_77889.jpg",train
PEUGEOT,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_85759.jpg",train
KIA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_63531.jpg",train
KIA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_62332.jpg",train
LEXUS,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_24394.jpg",train
HYUNDAI,hatchback,Code/dataset/Data/DS2_confidence_and_brand_selected/test_07118.jpg,train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_6549.jpg",train
NISSAN,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/test_06082.jpg,train
HONDA,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_41278.jpg",train
CHEVROLET,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_04003.jpg,train
NISSAN,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_06259.jpg,train
HYUNDAI,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_62306.jpg",train
FIAT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_859.jpg",train
KIA,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_30442.jpg",train
RENAULT,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_01756.jpg,train
CITROEN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_30062.jpg",train
NISSAN,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_63076.jpg",train
CHEVROLET,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_06528.jpg,train
CHEVROLET,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_07257.jpg,train
FORD,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_05115.jpg,train
HONDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_8347.jpg",train
NISSAN,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_45628.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_42242.jpg",train
VOLVO,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_73371.jpg",train
CHEVROLET,hatchback,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_38191.jpg",train
LEXUS,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_50070.jpg",train
CHEVROLET,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/PHPZDC862DM4.jpg,train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_23727.jpg",train
FIAT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_11414.jpg",train
NISSAN,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_69426.jpg",train
FORD,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_22070.jpg",train
NISSAN,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_35945.jpg",train
HYUNDAI,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_20504.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_69276.jpg",train
FORD,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_39731.jpg",train
HONDA,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/Q5X4AAUAO53H.jpg,train
FIAT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_36815.jpg",train
RENAULT,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_73314.jpg",train
HONDA,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_26235.jpg",train
RENAULT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_15057.jpg",train
HYUNDAI,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_16365.jpg",train
FIAT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_9253.jpg",train
CHEVROLET,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_78484.jpg",train
KIA,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/FQJQHQTTRSAX.jpg,train
FORD,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_38718.jpg",train
HONDA,family_car,Code/dataset/Data/DS2_confidence_and_brand_selected/KZAISOTHJMRI.jpg,train
NISSAN,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_25790.jpg",train
FORD,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_70730.jpg",train
LEXUS,suv,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_81603.jpg",train
NISSAN,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_7914.jpg",train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_66005.jpg",train
CHEVROLET,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/test_05051.jpg,train
MAZDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_44772.jpg",train
RENAULT,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_65124.jpg",train
LEXUS,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_75638.jpg",train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_55790.jpg",train
LEXUS,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_76729.jpg",train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_68125.jpg",train
CHEVROLET,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/train_01846.jpg,train
CHEVROLET,suv,Code/dataset/Data/DS2_confidence_and_brand_selected/test_02940.jpg,train
CHEVROLET,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_53604.jpg",train
MAZDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_52791.jpg",train
SKODA,sedan,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_49192.jpg",train
HONDA,sports_car,Code/dataset/Data/DS2_confidence_and_brand_selected/test_06031.jpg,train
MAZDA,sports_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_21568.jpg",train
NISSAN,family_car,"Code/dataset/Data/DS2_confidence_and_brand_selected/88,000+_Images_of_Cars_8997.jpg",train
